"Buff_id","Buff_name","Buff_Descript","Buff_type","Buff_school","Buff_endtype","Buff_RemoveAftOffline","Buff_RemoveAftBattle","Buff_RemoveAftDead","Buff_KeepBody","Buff_HideEffect","Buff_Detect","Buff_starttime","Buff_acttime","Buff_nextBuff","Buff_period_type","Buff_Mod_Type_1","Buff_Mod_Type_2","Buff_Mod_Type_3","Buff_Blockcommand","Buff_BlockAction","Buff_BlockSkill","Buff_BlockItemType","Buff_ProtectPK","Buff_BlockPK","Buff_BlockChat","Buff_MoveSpeed","Buff_Value1String","Buff_Value2String","Buff_Value3String","Buff_AntiBuff","Buff_ClearBuff","Buff_IconFile","Buff_EffectFile","Buff_SparkFile","Sound File","Buff_Priority","Buff_TimeOut"
"1105","圣贼内封降防御","使敌方单个目标一定回合内无法施展招式并降低防御","2","1105","1","1","1","0","0","0","0","0","3 | 4","0","0","7","0","0","0","2","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1406 | 1410 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","1406 | 1410","0","effCondit0120.ent","0","0","5","0"
"1106","六扇双封","令目标无法行动","2","1106","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","1 | 2","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0011.ent","0","0","5","0"
"1107","十二侠剑阵双封","令目标无法行动","2","1107","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","1 | 2","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1108 |  1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0094a.ent","0","0","5","0"
"1108","十二刺双封","令目标无法行动","2","1108","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","1 | 2","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1107 |  1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0062b.ent","0","0","5","0"
"1109","似玉生香","使敌方单个目标一定回合内无法施展普通攻击和招式","2","1109","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","1 | 2","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","似玉生香b.ent","0","0","5","0"
"1110","圣医全封","使敌方单个目标一定回合内无法施展普通攻击和招式逃跑等","2","1110","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","1 | 2 | 3 | 4 | 8 | 9 | 10 | 11","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0153.ent","0","0","5","0"
"1111","催眠符","使敌方单个目标一定回合内无法执行指令，进入睡眠状态","2","1111","1","1","1","0","0","0","0","0","5","0","0","0","0","0","255","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0176b.ent","0","0","5","0"
"1112","禁疗","令敌方单个目标在一定回合无法恢复气血值及气血值上限","2","1112","1","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","魔音摄魂b.ent","0","0","9","0"
"1113","混乱","令MOB单个目标处于混乱状态，不能用于玩家","2","1113","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0177.ent","0","0","5","0"
"1114","勾魂","令单人在一定回合内无法自控随机对战斗中所有对象使用普通攻击或招式","2","1114","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128 | 1126","1126","0","effCondit0080.ent","0","0","5","0"
"1115","定身符","使敌方单个目标一定回合内无法施展普通攻击并降低灵力","2","1115","1","1","1","0","0","0","0","0","3 | 4","0","0","10","0","0","0","1","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1116 | 1407 | 1409 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","1407 | 1409","0","effCondit0121.ent","0","0","5","0"
"1116","失心符","使敌方单个目标一定回合内无法施展招式并降低灵力","2","1116","1","1","1","0","0","0","0","0","3 | 4","0","0","10","0","0","0","2","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1407 | 1409 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","1407 | 1409","0","effCondit0118.ent","0","0","5","0"
"1117","醉酒状态","无法做任何操作，等同被催眠，3回合","2","1117","1","1","1","0","0","0","0","0","5","0","0","0","0","0","255","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit1117.ent","0","0","5","0"
"1118","眩晕状态","不能使用技能、保护、逃跑等，3回合","2","1118","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","2 | 7 | 8 | 11","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit1118.ent","0","0","5","0"
"1119","天宫错乱","令敌方单人一定回合内随机选取目标进行普通攻击","2","1119","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1118 | 1117 | 1120 | 1121 | 1123","0","0","effCondit2242.ent","0","0","5","0"
"1120","天宫镇妖","使敌方单人在一定持续回合内无法使用装备武学","2","1120","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","3","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1118 | 1119 | 1117 | 1121 | 1123","0","0","effCondit2443.ent","0","0","5","0"
"1121","圣贼特普双封","使敌方单人在一定持续回合内无法使用普通攻击和特技","2","1116","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","1 | 3","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1118 | 1119 | 1120 | 1117 | 1123","0","0","effCondit0119.ent","0","0","5","0"
"1122","胆怯状态","使敌方单人在一定持续回合内只能选择防御或者逃跑的指令","2","1122","1","1","1","0","0","0","0","0","4","0","0","0","0","0","1 | 2 | 3 | 4 | 7 | 8","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0050.ent","0","0","5","0"
"1123","震晕","不能行动","2","1123","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","1 | 2 | 3 | 5 | 6 | 7 | 8","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121","0","0","effCondit4504.ent","0","0","5","0"
"1124","冻结","不能行动且无法下达指令","2","1124","1","1","1","0","0","0","0","0","5","0","0","0","0","0","255","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0089a.ent","0","0","5","0"
"1125","观看","有该buff的人物不能作出任何操作，只能在战斗中观看其他角色战斗（会受到攻击）","2","1125","1","1","1","0","0","0","0","0","4","0","0","0","0","0","255","1 | 2 | 3 | 4 | 8 | 9 | 10 | 11","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1110 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effHurt4242.ent","0","0","5","0"
"1126","失准","动作目标会被完全随机。","2","1126","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit2052.ent","0","0","5","0"
"1127","无法行动","不能行动","2","1127","1","1","1","0","0","0","0","0","4","0","0","0","0","0","255","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","0","0","0","5","0"
"1128","夺魄令","使敌方单个目标一定回合内无法施展招式","2","1128","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","2","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","含情脉脉b.ent","0","0","5","0"
"1200","自身持续回蓝","恢复自身魔法持续一定回合","1","1200","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0168.ent","0","0","5","0"
"1201","持续回血和上限","一定回合内为己方单个目标持续恢复气血和气血上限","1","1201","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0157.ent","0","0","5","0"
"1202","持续回血","一定回合内为己方多个目标持续恢复气血","1","1202","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0167.ent","0","0","5","0"
"1203","持续回蓝","一定回合内为己方单个目标持续恢复魔法","1","1203","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0168.ent","0","0","5","0"
"1204","血强化抗性","血强化抗性","6","1204","1","1","1","0","0","0","0","0","0 |  3 | 5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0157.ent","0","0","5","0"
"1205","乾坤玄火塔","一定回合内持续恢复愤怒","1","1205","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0167.ent","0","0","5","0"
"1300","青刺休息","连续物理攻击对方3次。使用后休息一回合，休息时不能使用指令且防御和魔法大幅度下降","2","1300","1","1","1","0","0","0","0","0","4","0","0","0","0","0","255","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0050.ent","0","0","5","0"
"1301","休息中降属性","降5％的防御3％的魔法","2","1301","1","1","1","0","0","0","0","0","3","0","0","7","10","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1302","休息中升属性","速度＋3000，受到伤害减半","6","1302","1","1","1","0","0","0","0","0","3 | 5","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1107 | 1108 | 1110 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128","0","0","effCondit0049.ent","0","0","5","0"
"1303","十二刺休息","使用某些技能后休息一回合","2","1303","1","1","1","0","0","0","0","0","4","0","0","0","0","0","1 | 2 | 3 | 8 | 9 | 10 | 11","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0064.ent","0","0","5","0"
"1304","鬼刺休息","使用某些技能后休息一回合，调息间气血和魔法增加","2","1304","1","1","1","0","0","0","0","0","3 | 4 | 5","0","0","0","0","0","255","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0078b.ent","0","0","5","0"
"1305","圣贼调息","圣贼使用召唤技能后需调息6回合才能继续使用召唤","2","1305","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0040.ent","0","0","5","0"
"1306","潜渊休息壹","无极潜渊式发动准备集气1","1","1306","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit1252.ent","0","0","5","0"
"1307","截脉休息","探花截脉手使用冷冻回合","2","1307","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1308","离魂虚弱壹","离魂三唱虚弱状态壹：防御魔法-10%","2","1308","1","1","1","0","0","0","0","0","3","0","0","7 | 10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit2852.ent","0","0","5","0"
"1309","离魂虚弱贰","离魂三唱虚弱状态贰：防御魔法-15%","2","1309","1","1","1","0","0","0","0","0","3","0","0","7 | 10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","1308","0","effCondit2852a.ent","0","0","5","0"
"1310","离魂虚弱叁","离魂三唱虚弱状态叁：防御魔法-20%","2","1310","1","1","1","0","0","0","0","0","3","0","0","7 | 10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","1309","0","effCondit2852b.ent","0","0","5","0"
"1311","潜渊休息贰","无极潜渊式发动准备集气2","1","1311","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","1306","0","effCondit1252a.ent","0","0","5","0"
"1312","潜渊休息叁","无极潜渊式发动准备集气3","1","1312","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","1311","0","effCondit1252b.ent","0","0","5","0"
"1397","毒蛇回血","战斗中每隔3回合自动恢复自身最大气血的1/3气血值。","4","1397","0","1","1","0","0","0","0","0","0|1","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1398","高级生命持续恢复","战斗中每回合自动恢复与自身等级*2同值的生命值。","4","1398","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2007","2007","0","0","0","0","5","0"
"1399","高级魔法持续恢复","战斗中每回合自动恢复与自身等级*2同值的生命值。","4","1399","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2007","2007","0","0","0","0","5","0"
"1400","单降速度","十二侠客技能速度降低10％","2","1400","1","1","1","0","0","0","0","0","3","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","1405","1405","0","effCondit1221.ent","0","0","5","0"
"1401","减全属性","绝学天魔全属性-5％","2","1401","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1403","单多降攻击","降低5％","2","1403","1","1","1","0","0","0","0","0","3","0","0","6","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0170.ent","0","0","5","0"
"1404","单多降命中/闪避","降低5％","2","1404","1","1","1","0","0","0","0","0","3","0","0","8","9","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0275.ent","0","0","5","0"
"1405","单多降速度","降低5％","2","1405","1","1","1","0","0","0","0","0","3","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0276.ent","0","0","5","0"
"1406","单多降防御","降低5％","2","1406","1","1","1","0","0","0","0","0","3","0","0","7","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0172.ent","0","0","5","0"
"1407","单多降魔法","降低5％","2","1407","1","1","1","0","0","0","0","0","3","0","0","10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0171.ent","0","0","5","0"
"1408","安神决","DT安神决","2","1408","1","1","1","0","0","0","0","0","3","0","0","6","0","0","0","0","0","255","0","0","0","0","0","0","0","1403","1403","0","effCondit0170.ent","0","0","5","0"
"1409","定心","定心和天神护体","1","1409","1","1","1","0","0","0","0","0","1 | 3","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0171.ent","0","0","5","0"
"1410","单降防御","圣侠技能防御降低7.5％","2","1410","1","1","1","0","0","0","0","0","3","0","0","7","0","0","0","0","0","255","0","0","0","0","0","0","0","1406","1406","0","effCondit0172.ent","0","0","5","0"
"1411","降攻击","兵武降攻击10％","2","1411","1","1","1","0","0","0","0","0","3","0","0","6","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1412","群降攻击","兵武群降攻击5％","2","1412","1","1","1","0","0","0","0","0","3","0","0","6","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1413","降防御","兵武降防御10％","2","1413","1","1","1","0","0","0","0","0","3","0","0","7","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1414","群降防御","兵武群降防御5％","2","1414","1","1","1","0","0","0","0","0","3","0","0","7","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1415","降速度","兵武降速度10％","2","1415","1","1","1","0","0","0","0","0","3","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1416","群降速度","兵武群降速度5％","2","1416","1","1","1","0","0","0","0","0","3","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1417","喝酒降防御","品质*0.8","2","1417","1","1","1","0","0","0","0","0","3","0","0","7","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1418","喝酒降防御","品质*1.6","2","1418","1","1","1","0","0","0","0","0","3","0","0","7","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1419","喝酒降防御","品质*2.4","2","1419","1","1","1","0","0","0","0","0","3","0","0","7","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1420","喝酒降魔法","品质*0.6","2","1420","1","1","1","0","0","0","0","0","3","0","0","10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1421","喝酒降魔法","品质*1.2","2","1421","1","1","1","0","0","0","0","0","3","0","0","10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1422","喝酒降魔法","品质*1.8","2","1422","1","1","1","0","0","0","0","0","3","0","0","10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1423","速度降为1","当HP<50%MAXHP时，速度降为1","2","1423","1","1","1","0","0","0","0","0","3","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1425","全属性降10%","小楼一夜听春雨全属性降10%","2","1425","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1426","全属性降15%","小楼一夜听春雨全属性降15%","2","1426","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1427","全属性降20%","小楼一夜听春雨全属性降20%","2","1427","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1428","全属性降25%","小楼一夜听春雨全属性降25%","2","1428","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1429","全属性降30%","小楼一夜听春雨全属性降30%","2","1429","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1430","全属性降35%","小楼一夜听春雨全属性降35%","2","1430","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1431","全属性降40%","小楼一夜听春雨全属性降40%","2","1431","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1432","全属性降45%","小楼一夜听春雨全属性降45%","2","1432","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1433","全属性降50%","小楼一夜听春雨全属性降50%","2","1433","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1434","全属性降55%","小楼一夜听春雨全属性降55%","2","1434","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1435","全属性降60%","小楼一夜听春雨全属性降60%","2","1435","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1436","全属性降65%","小楼一夜听春雨全属性降65%","2","1436","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1437","全属性降70%","小楼一夜听春雨全属性降70%","2","1437","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1438","全属性降75%","小楼一夜听春雨全属性降75%","2","1438","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1439","全属性降80%","小楼一夜听春雨全属性降80%","2","1439","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit4510.ent","0","0","5","0"
"1440","降内属抗10%","降魔法属性10%、内抗10%","2","1440","1","1","1","0","0","0","0","0","3 | 5","0","0","10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0171.ent","0","0","5","0"
"1441","降外属抗10%","降物理属性10%、外抗10%","2","1441","1","1","1","0","0","0","0","0","3 | 5","0","0","6","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0170.ent","0","0","5","0"
"1442","降速度10%","降速度10%","2","1442","1","1","1","0","0","0","0","0","3","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0276.ent","0","0","5","0"
"1443","红袖添香加闪避NE","增加10％","1","1443","1","1","1","0","0","0","0","0","3","0","0","9","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","红袖添香b.ent","0","0","5","0"
"1485","新增封降防御","使敌方单个目标一定回合内无法施展招式并降低防御","2","1485","1","1","1","0","0","0","0","0","3 | 4","0","0","7","0","0","0","2","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1406 | 1410 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128| 1105 | 1486","1406 | 1410","0","银勾封.ent","0","0","5","0"
"1486","新增封","使敌方单个目标一定回合内无法施展普通攻击和招式逃跑等","2","1486","1","1","1","0","0","0","0","0","4","0","0","0","0","0","0","1 | 2 | 3 | 4 | 8 | 9 | 10 | 11","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1109 | 1111 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128| 1485","0","0","粉红封.ent","0","0","5","0"
"1487","蝎毒","玩家中此buff，每回合去最大气血的1/10，且10回合必然死亡","2","1487","1","1","1","0","0","0","0","0","0|5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0155.ent","0","0","9","0"
"1488","单加速","增加10％","1","1488","1","1","1","0","0","0","0","0","3","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"1489","单加速度","增加20％","1","1489","1","1","1","0","0","0","0","0","3","0","0","11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit2022.ent","0","0","5","0"
"1490","全属性降80%","小楼一夜听春雨全属性降80%","2","1490","1","1","1","0","0","0","0","0","3","0","0","6 | 7 | 8 | 9 | 10 | 11","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effHurt4240.ent","0","0","5","0"
"1491","加攻击","增加10％","1","1491","1","1","1","0","0","0","0","0","3","0","0","6","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","太极效.ent","0","0","5","0"
"1492","战意1","战意","1","1492","1","1","1","0","0","0","0","0","3","0","0","6","0","0","0","0","0","255","0","0","0","0","500","999","300","0","0","0","effCondit1252a.ent","0","0","5","0"
"1493","战意2","战意","1","1492","1","1","1","0","0","0","0","0","3","0","0","6","0","0","0","0","0","255","0","0","0","0","500","999","300","0","0","0","effCondit1252b.ent","0","0","5","0"
"1494","战意3","战意","1","1492","1","1","1","0","0","0","0","0","3","0","0","6","0","0","0","0","0","255","0","0","0","0","500","999","300","0","0","0","effCondit2051.ent","0","0","5","0"
"1499","安神","增加7.5％","1","1499","1","1","1","0","0","0","0","0","3","0","0","10","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","太极效果.ent","0","0","5","0"
"1500","单加闪避","增加10％","1","1500","1","1","1","0","0","0","0","0","3","0","0","9","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit1021.ent","0","0","5","0"
"1501","单加命中","增加10％","1","1501","1","1","1","0","0","0","0","0","3","0","0","8","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0067.ent","0","0","5","0"
