"skill_id","skill_type","skill_name","skill_faction","skill_class","skill_reqBaseSkill","skill_reqBaseSkillRank","skill_reqLv","skill_maxRank","skill_active","skill_battleorField","skill_form","skill_targetType","skill_UseElement","skill_Script_Type","skill_UseTime","skill_cooldownType","Skill_PreBuff","Skill_AutoAddBuff","Skill_Animation_Motion","Skill_Animation_Type","Skill_ThrowItemType","Skill_ThrowItemId","Skill_Hide","Skill_AutoSwitch","skill_icon","skill_Effect_Atk","skill_Effect_Hurt","skill_Effect_Spark","skill_Sound_Atk","skill_Sound_Hurt","skill_Sound_Spark","Skill_description","Skill_functionDes"
"462","6","化瘀","0","3","460","0","0","1","0","1","5","4","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0462.ent","0","effHurt0462.ent","0","0","EffSound0155_hurt.wav","0","0","习医之人入门必修之术，可治普通兵刃跌打之伤。对单个目标进行急救，为其恢复100生命。"
"500","1","结婚","1","1","0","0","0","150","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0006.ent","0","0","0","0","0","0","0","0"
"501","0","吹喇叭","1","1","500","1","0","150","0","2","14","1","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0013.ent","0","0","0","0","EffSound0500_atk.wav","0","0","0"
"601","0","龙翔凤舞","1","1","0","0","0","150","0","1","1","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0651.ent","0","effHurt0601.ent","0","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"602","0","小李飞刀","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0661.ent","0","effHurt0602.ent","effSpark0602.ent","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"604","0","惊神无量刀","1","1","0","0","0","150","0","1","1","5","6","0","0","0","0","0","2","5","255","0","0","1","skillicon0671.ent","0","effHurt0604.ent","0","EffSound0604_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"605","0","游龙戏花雨","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0681.ent","0","effHurt0605.ent","effSpark0605.ent","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"607","0","弹指神通","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0691.ent","0","effHurt0607.ent","0","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"610","0","灵犀一指","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0781.ent","0","effHurt0610.ent","0","EffSound0610_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"611","0","一剑西来","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0711.ent","0","effHurt0611.ent","0","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"612","0","天外飞仙","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0721.ent","0","effHurt0612.ent","effSpark0612.ent","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"613","0","惊鸿一刀","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0731.ent","0","effHurt0613.ent","0","EffSound0613_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"615","0","夺命十三剑","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0741.ent","0","effHurt0615.ent","effSpark0615.ent","EffSound0615_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"618","0","神剑","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0751.ent","0","effHurt0618.ent","0","EffSound0618_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"619","0","天魔刀","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0761.ent","0","effHurt0619.ent","0","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"620","0","沉香千帆舞","1","1","0","0","0","150","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0771.ent","0","effHurt0620.ent","effSpark0620.ent","0","EffSound0009_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"630","8","一剑西来","0","0","0","0","0","150","0","1","2","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0711.ent","0","effHurt0611.ent","0","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，并有一定几率降低目标的法术及法术抗性，目标数随等级提升。该技能不受连击效果影响。"
"631","8","天外飞仙","0","0","0","0","0","150","0","1","2","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0721.ent","0","effHurt0612.ent","effSpark0612.ent","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，并有一定几率使目标中鬼气，目标数随等级提升。该技能不受连击效果影响。"
"632","8","晓风残月剑","0","0","0","0","0","150","0","1","2","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0751.ent","0","effHurt0618.ent","0","EffSound0618_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，并有一定几率降低目标的速度，目标数随等级提升。该技能不受连击效果影响。"
"633","8","夺命十三剑","0","0","0","0","0","150","0","1","2","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0741.ent","0","effHurt0615.ent","effSpark0615.ent","EffSound0615_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，并有一定几率使目标流血，目标数随等级提升。该技能不受连击效果影响。"
"634","8","游龙戏花雨","0","0","0","0","0","150","0","1","3","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0681.ent","0","effHurt0605.ent","effSpark0605.ent","0","EffSound0008_hurt.wav","0","0","对敌方多个目标造成固定伤害，并有一定几率使目标酒意和魔法流失，目标数随等级提升。"
"635","8","惊虹一刀","0","0","0","0","0","150","0","1","1","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0731.ent","0","effHurt0613.ent","0","EffSound0613_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方多个目标施展物理攻击，并有一定几率降低目标的攻击及外攻抗性，目标数随等级提升。该技能不受连击效果影响。"
"636","8","天魔刀","0","0","0","0","0","150","0","1","1","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0761.ent","0","effHurt0619.ent","0","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展物理攻击，并有一定几率降低目标所有属性，目标数随等级提升。该技能不受连击效果影响。"
"637","8","沉香千帆舞","0","0","0","0","0","150","0","1","3","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0771.ent","0","effHurt0620.ent","effSpark0620.ent","0","EffSound0008_hurt.wav","0","0","对敌方多个目标造成固定伤害，并有一定几率使目标无法回复生命及魔法，目标数随等级提升。"
"638","8","惊神无量刀","0","0","0","0","0","150","0","1","1","5","0","0","0","0","0","0","2","5","255","0","0","1","skillicon0671.ent","0","effHurt0604.ent","0","EffSound0604_hurt.wav","EffSound0008_hurt.wav","0","0","对敌方单个目标施展强力物理攻击，并有一定几率驱散掉敌方获得的所有良性状态，特殊状态除外。该技能不受连击效果影响。"
"650","2","龙翔凤舞","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0650.ent","0","0","0","0","0","0","0","变幻莫测，诡秘离奇，动静之间须臾可变，不动则已，一鸣惊人，开合之间，攻守兼具。"
"651","2","龙翔凤舞","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0651.ent","0","effHurt0601.ent","","0","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的土属性攻击，一定几率打掉目标最大生命上限。"
"652","2","唳日凌烟","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0652.ent","0","0","0","0","0","0","0","使龙翔凤舞对敌土属性攻击时忽略一定的土属性抗性。"
"653","2","云叠山倾","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0653.ent","0","0","0","0","0","0","0","使龙翔凤舞对敌土属性攻击时忽略一定的土属性抗性下限。"
"660","2","小李飞刀","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0660.ent","0","0","0","0","0","0","0","连流星的光芒也无法和这一闪的刀芒比拟。飞刀，无所不在，无处不至。天上地下，无人能避。"
"661","2","小李飞刀","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0661.ent","0","effHurt0602.ent","effSpark0602.ent","0","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的水属性攻击，一定几率一击毙命对目标增加比例伤害。"
"662","2","流星飞坠","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0662.ent","0","0","0","0","0","0","0","使小李飞刀对敌水属性攻击时忽略一定的水属性抗性。"
"663","2","星殒月落","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0663.ent","0","0","0","0","0","0","0","使小李飞刀对敌水属性攻击时忽略一定的水属性抗性下限。"
"670","2","惊神无量刀","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0670.ent","0","0","0","0","0","0","0","致命的惊天一击，贯注全身真气，刀光一闪，至刚至猛，迅如疾电。"
"671","2","惊神无量刀","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0671.ent","0","effHurt0604.ent","0","0","EffSound0604_hurt.wav","EffSound0008_hurt.wav","0","对敌方单体施以强力的火属性攻击，一定几率打散目标的良性状态。"
"672","2","日焰灼灼","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0672.ent","0","0","0","0","0","0","0","使惊神无量刀对敌火属性攻击时忽略一定的火属性抗性。"
"673","2","九宵惊神","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0673.ent","0","0","0","0","0","0","0","使惊神无量刀对敌火属性攻击时忽略一定的火属性抗性下限。"
"680","2","游龙戏花雨","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0680.ent","0","0","0","0","0","0","0","身法快如闪电，轻灵优雅，双手轻轻飘飘随意拍出，却是急如闪电，但见掌影漫天，如落英缤纷。"
"681","2","游龙戏花雨","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0681.ent","0","effHurt0605.ent","effSpark0605.ent","0","0","EffSound0008_hurt.wav","0","对敌方单体施以强力的土属性攻击，一定几率让目标中毒流失酒意。"
"682","2","云龙破岭","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0682.ent","0","0","0","0","0","0","0","使龙行天下对敌土属性攻击时忽略一定的土属性抗性。"
"683","2","麟霸千山","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0683.ent","0","0","0","0","0","0","0","使龙行天下对敌土属性攻击时忽略一定的土属性抗性下限。"
"690","2","弹指神通","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0690.ent","0","0","0","0","0","0","0","指力所能及的地方，有如有一柄无形的剑。无论是横扫或虚指，均可伤敌。"
"691","2","弹指神通","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0691.ent","0","effHurt0607.ent","0","0","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的风属性攻击，一定几率让目标中毒流失魔法。"
"692","2","旋神通","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0692.ent","0","0","0","0","0","0","0","使弹指神通对敌风属性攻击时忽略一定的风属性抗性。"
"693","2","贯神通","0","0","0","0","60","150","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0693.ent","0","0","0","0","0","0","0","使弹指神通对敌风属性攻击时忽略一定的风属性抗性下限。"
"700","8","弹指神通","0","0","0","0","0","150","0","1","2","5","0","0","0","0","0","0","2","1","255","0","0","1","skillicon0691.ent","0","effHurt0607.ent","0","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展法术攻击，目标数随等级提升。"
"701","8","小李飞刀","0","0","0","0","0","150","0","1","3","5","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0661.ent","0","effHurt0602.ent","effSpark0602.ent","0","EffSound0008_hurt.wav","0","0","对敌方多个目标施展暗器攻击，目标数随等级提升，技能的爆击效果受同伴命中属性影响。"
"702","8","灵犀一指","0","0","0","0","0","150","0","1","1","5","0","0","0","0","0","3125","2","1","255","0","0","1","skillicon0781.ent","0","effHurt0610.ent","0","EffSound0610_hurt.wav","EffSound0008_hurt.wav","0","0","攻守兼备的招式，攻可对敌方单个目标施展物理攻击，守则有一定几率抵挡住物理或暗器伤害。"
"710","2","一剑西来","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0710.ent","0","0","0","0","0","0","0","剑气纵横划空破出。剑气，无边无际，寒如雪，冷透骨髓。"
"711","2","一剑西来","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0711.ent","0","effHurt0611.ent","0","0","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的水属性攻击，降低目标法术以及法术抗性。"
"712","2","惊雪无常","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0712.ent","0","0","0","0","0","0","0","使一剑西来对敌水属性攻击时忽略一定的水属性抗性。"
"713","2","锋芒傲世","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0713.ent","0","0","0","0","0","0","0","使一剑西来对敌水属性攻击时忽略一定的水属性抗性下限。"
"720","2","天外飞仙","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0720.ent","0","0","0","0","0","0","0","剑光一闪，如惊虹掣电，迅急辉煌。刹那间，整个大地在剑气笼罩下，这一剑的锋芒已无人可抵。"
"721","2","天外飞仙","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0721.ent","0","effHurt0612.ent","effSpark0612.ent","0","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的风属性攻击，一定几率使目标中鬼气。"
"722","2","星辉满天","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0722.ent","0","0","0","0","0","0","0","使天外飞仙对敌风属性攻击时忽略一定的风属性抗性。"
"723","2","月煌虚引","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0723.ent","0","0","0","0","0","0","0","使天外飞仙对敌风属性攻击时忽略一定的风属性抗性下限。"
"730","2","惊虹一刀","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0730.ent","0","0","0","0","0","0","0","刀一出鞘，就仿佛有股无法形容的煞气，逼人眉睫。刀势如雷霆，威不可挡。"
"731","2","惊虹一刀","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0731.ent","0","effHurt0613.ent","0","EffSound0613_hurt.wav","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的土属性攻击，降低目标攻击以及物理抗性。"
"732","2","地蕴无穷","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0732.ent","0","0","0","0","0","0","0","使惊虹一刀对敌土属性攻击时忽略一定的土属性抗性。"
"733","2","惊雷暴五岳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0733.ent","0","0","0","0","0","0","0","使惊虹一刀对敌土属性攻击时忽略一定的土属性抗性下限。"
"740","2","夺命十三剑","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0740.ent","0","0","0","0","0","0","0","剑上只有凄冷，孤残。没有变化，没有生机!这一剑带来的，只有死!只有死，才是真正的终结!"
"741","2","夺命十三剑","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0741.ent","0","effHurt0615.ent","effSpark0615.ent","EffSound0615_hurt.wav","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的火属性攻击，一定几率让目标流血。"
"742","2","毒龙锁喉","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0742.ent","0","0","0","0","0","0","0","使夺命十三剑对敌火属性攻击时忽略一定的火属性抗性。"
"743","2","凶灵噬日","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0743.ent","0","0","0","0","0","0","0","使夺命十三剑对敌火属性攻击时忽略一定的火属性抗性下限。"
"750","2","晓风残月剑","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0750.ent","0","0","0","0","0","0","0","动作极缓慢，极优美，这剑法如回暖大地的春风，如融化冰雪的春日，浑圆通融，再无破绽，仿如神的封印。"
"751","2","晓风残月剑","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0751.ent","0","effHurt0618.ent","0","EffSound0618_hurt.wav","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的风属性攻击，降低目标速度。"
"752","2","月映寒潭","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0752.ent","0","0","0","0","0","0","0","使神剑对敌风属性攻击时忽略一定的风属性抗性。"
"753","2","扫月拂云","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0753.ent","0","0","0","0","0","0","0","使神剑对敌风属性攻击时忽略一定的风属性抗性下限。"
"760","2","天魔刀","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0760.ent","0","0","0","0","0","0","0","圆月落，刀光起。纵横大地十万里。刀光寒如雪，弯如月，忽然化作飞虹，刀，不见了，人，一分为二。"
"761","2","天魔刀","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0761.ent","0","effHurt0619.ent","0","0","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的水属性攻击，降低低目标全属性。"
"762","2","幽冥化魔","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0762.ent","0","0","0","0","0","0","0","使天魔刀对敌水属性攻击时忽略一定的水属性抗性。"
"763","2","金光月影破","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0763.ent","0","0","0","0","0","0","0","使天魔刀对敌水属性攻击时忽略一定的水属性抗性下限。"
"770","2","沉香千帆舞","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0770.ent","0","0","0","0","0","0","0","空灵流动，无迹可寻，却又能纵横流转，招招出手都令对手防不胜防 。"
"771","2","沉香千帆舞","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0771.ent","0","effHurt0620.ent","effSpark0620.ent","0","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的土属性攻击，一定几率使目标无法恢复生命和魔法。"
"772","2","裂石惊沙","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0772.ent","0","0","0","0","0","0","0","使梅二掌法对敌土属性攻击时忽略一定的土属性抗性。"
"773","2","粉石碎玉","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0773.ent","0","0","0","0","0","0","0","使梅二掌法对敌土属性攻击时忽略一定的土属性抗性下限。"
"780","2","灵犀一指","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0780.ent","0","0","0","0","0","0","0","指点出之时，对方真气激荡，心神不宁，不论多强的武功，都会在瞬间受到干扰，或者停滞。"
"781","2","灵犀一指","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0781.ent","0","effHurt0610.ent","0","EffSound0610_hurt.wav","0","EffSound0008_hurt.wav","0","对敌方群体施以强力的火属性攻击，一定几率击中目标令其不能行动一回合。"
"782","2","丹凤朝阳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0782.ent","0","0","0","0","0","0","0","使灵犀一指对敌火属性攻击时忽略一定的火属性抗性。"
"783","2","火凤燎云","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0783.ent","0","0","0","0","0","0","0","使灵犀一指对敌火属性攻击时忽略一定的火属性抗性下限。"
"800","2","流风余韵","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0800.ent","0","0","0","0","0","0","0","出招时，周围气流被发招者体内真气所激，形成股股强大气流，将已方队员护于其中。"
"801","2","流风余韵","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0801.ent","0","effHurt0801.ent","0","0","0","EffSound0008_hurt.wav","0","给己方队友提升四相属性中风属性抗性能力。"
"810","2","地蕴灵璧","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0810.ent","0","0","0","0","0","0","0","出招时，全身真气流走周身，护住周身各大命门要穴，犹如铜墙铁臂。"
"811","2","地蕴灵璧","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0811.ent","0","effHurt0811.ent","0","0","0","EffSound0008_hurt.wav","0","给己方队友提升四相属性中土属性抗性能力。"
"820","2","细雨如愁","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0820.ent","0","0","0","0","0","0","0","极为阴柔的一招，看似其柔如水，波澜不惊，实则圆融无隙，毫无破绽。"
"821","2","细雨如愁","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0821.ent","0","effHurt0821.ent","0","0","0","EffSound0008_hurt.wav","0","给己方队友提升四相属性中水属性抗性能力。"
"830","2","火云万里","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0830.ent","0","0","0","0","0","0","0","极为阳刚的一招，气似烈焰，如影随形，在周身布下层层防护。"
"831","2","火云万里","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0831.ent","0","effHurt0831.ent","0","0","0","EffSound0008_hurt.wav","0","给己方队友提升四相属性中火属性抗性能力。"
"840","1","天劫印记","9","1","0","0","0","0","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0004.ent","0","0","0","0","0","0","0","天劫印记"
"841","0","天劫印记","9","1","840","0","0","150","0","1","8","5","0","0","0","0","0","8300","0","0","255","0","0","1","skillicon0009.ent","0","effHurt0009.ent","effSpark0009.ent","0","EffSound0009_hurt.wav","0","0","上苍对于渡劫者所给予的印记。"
"10000","1","游龙术","1","1","0","0","10","190","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0006.ent","0","0","0","0","0","0","0","按技能等级提高躲避力"
"10001","0","水遁","1","1","10000","1","10","190","0","2","14","1","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0013.ent","0","effHurt0013.ent","0","0","EffSound0013_hurt.wav","0","0","平时使用，可以瞬间回到自己的门派"
"10002","0","乘风破浪","1","1","10000","20","10","190","0","1","7","4","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0012.ent","0","effHurt1021.ent","0","0","EffSound0155_hurt.wav","0","0","战斗中增加自己的躲避力"
"10010","1","呼风唤雨","1","1","0","0","10","190","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon1010.ent","0","0","0","0","0","0","0","提升龙卷雨击技能"
"10011","0","龙卷雨击","1","1","10010","15","10","190","0","1","2","5","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0008.ent","0","effHurt0008.ent","effSpark0008.ent","0","EffSound0008_hurt.wav","0","0","施展法术攻击对方多人（技能等级/25+1"
"10020","1","龙腾","1","1","0","0","10","190","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0001.ent","0","0","0","0","0","0","0","提升龙腾技能"
"10021","0","龙腾","1","1","10020","50","10","190","0","1","2","5","6","0","0","0","0","0","0","0","255","0","0","1","skillicon0007.ent","0","effHurt10021.ent","0","EffSound0011_hurt.wav","EffSound0013_hurt.wav","0","0","对敌方单个目标施展法术攻击。"
"10030","1","九龙决","1","1","0","0","10","190","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0003.ent","0","0","0","0","0","0","0","按技能等级提高灵力"
"10031","0","解封","1","1","10030","30","10","190","0","1","11","4","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0010.ent","0","effHurt1031.ent","0","0","EffSound0174_hurt.wav","0","0","单次解除女儿村封类法术的影响"
"10032","0","清心","1","1","10030","15","10","190","0","1","11","4","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0010.ent","0","effHurt1031.ent","0","0","EffSound0174_hurt.wav","0","0","使用后可以解除中毒的状态"
"10033","0","双龙戏珠","1","1","10030","120","120","190","0","1","2","5","6","0","0","0","0","0","0","0","255","0","0","1","skillicon0008.ent","0","effHurt0008.ent","effSpark0008.ent","0","EffSound0008_hurt.wav","0","0","施展法术攻击对方两个目标"
"10040","1","龙附","1","1","0","0","10","190","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0004.ent","0","0","0","0","0","0","0","提升龙啸九天、龙吟、龙附技能"
"10041","0","龙吟","1","1","10040","25","10","190","0","1","2","5","6","0","0","0","0","0","2","1","255","0","0","1","skillicon0009.ent","0","effHurt0009.ent","effSpark0009.ent","0","EffSound0009_hurt.wav","0","0","减少敌方全体一定的生命值及魔法值。"
"10042","0","龙附","1","1","10040","20","40","190","1","0","0","1","0","0","0","0","0","1944","0","0","255","0","0","1","skillicon0005.ent","0","0","0","0","0","0","0","暂时附加武器提高攻击的效果，下线后效果消失。"
"10043","0","龙啸九天","1","1","10040","30","10","190","0","1","2","5","0","0","1","0","0","0","0","1","255","0","0","1","skillicon0038.ent","0","effHurt0179.ent","0","0","EffSound0043_hurt.wav","0","0","克制盘丝洞，造成一定比例生命伤害，使用后需调息一定回合。"
"10050","1","破浪诀","1","1","0","0","10","190","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0039.ent","0","0","0","0","0","0","0","按技能等级提高伤害"
"10051","0","神龙摆尾","1","1","10050","120","120","190","0","1","7","4","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0012.ent","0","effHurt1021.ent","0","0","EffSound0155_hurt.wav","0","0","持续一定回合的防御性法术，拥有该效果时施法者减少20%所承受的物理伤害"
"10060","1","逆鳞","1","1","0","0","10","190","255","255","0","0","0","0","0","0","0","0","0","0","255","0","0","1","skillicon0040.ent","0","0","0","0","0","0","0","按技能等级提高防御"
